"senator_name","State","description","amount","Total Expenses","Number of Expenses","St.Abrv","Party"
"JON TESTER","Montana","LEGISLATIVE CORRESPONDENT",59652.66,1408149.29,606,"MT","D"
"JON TESTER","Montana","SCHEDULER",70919.98,1408149.29,606,"MT","D"
"JON TESTER","Montana","NATIVE AMERICAN LIAISON",27999.96,1408149.29,606,"MT","D"
"JON TESTER","Montana","PER DIEM",26705.28,1408149.29,606,"MT","D"
"JON TESTER","Montana","STAFF TRANSPORTATION",50328.5,1408149.29,606,"MT","D"
"JON TESTER","Montana","PHOTO STUDIO CERTIFICATION",1483.75,1408149.29,606,"MT","D"
"JON TESTER","Montana","PRESS SECRETARIES",31500,1408149.29,606,"MT","D"
"JON TESTER","Montana","VETERAN LIAISON",31250,1408149.29,606,"MT","D"
"JONI ERNST","Iowa","CONSTITUENT PERSONNEL",64971.43,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","EQUIPMENT/VEHICLE MAINTENANCE & REPAIR",300,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","CASE WORKERS",20416.62,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","CERTIFIED PURCHASED EQUIPMENT",219.92,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","MAILROOM COORDINATOR",23666.6,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","CHIEF OF STAFF",104916.55,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","COUNSEL",49333.29,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","ADMINISTRATIVE PERSONNEL",63200,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","DIRECTORS",462960.75,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","OTHER MISCELLANEOUS SERVICES",4220,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","FEES AND OTHER CHARGES",365,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","PRESS SECRETARIES",68999.96,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","INCIDENTALS",857.58,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","PHOTO STUDIO CERTIFICATION",420.45,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","LEGISLATIVE AIDE",25999.96,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","PURCHASED SOFTWARE (EXPENDABLE)",118.2,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","LEGISLATIVE CORRESPONDENT",67083.21,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","RECORDING STUDIO CERTIFICATION",417,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","REGIONAL REPRESENTATIVE",152.77,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","SCHEDULER",33999.92,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","PER DIEM",14557.55,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","SENATOR TRANSPORTATION",12742.6,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","ADVISORS",54999.99,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","STAFF TRANSPORTATION",33087.79,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","ASSISTANTS",130201.2,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","STATE OFFICE MANAGER AND IOWA SCHEDULER",27999.96,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","SYSTEMS ADMINISTRATOR",24875,1399710.16,422,"IA","R"
"JONI ERNST","Iowa","PURCHASED EQUIPMENT (EXPENDABLE)",108626.86,1399710.16,422,"IA","R"
"KELLY AYOTTE","New Hampshire","ADMINISTRATIVE PERSONNEL",43500,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","ADVISORS",72499.92,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","INCIDENTALS",23.31,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","ASSISTANTS",178148.36,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","CASE WORKERS",84249.88,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","COUNSEL",133305.39,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","CHIEF OF STAFF",84729.48,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","SCHEDULER",33541.66,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","LEGISLATIVE CORRESPONDENT",36249.92,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","FEES AND OTHER CHARGES",665,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","DEPUTY SCHEDULER",17816.58,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","SYSTEMS ADMINISTRATOR",24999.96,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","DIRECTORS",189719.83,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","INTERPRETING SERVICES",195,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","PHOTO STUDIO CERTIFICATION",1599.8,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","LEGISLATIVE AIDE",37999.92,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","INTERNS",1866.66,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","PER DIEM",7486.84,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","OUTREACH COORDINATOR",90833.3,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","OUTREACH COORDINATOR/SCHEDULER",21250,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","RECORDING STUDIO CERTIFICATION",307,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","PRESS SECRETARIES",51241.62,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","STAFF TRANSPORTATION",44642.89,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","SENATOR TRANSPORTATION",14770.1,1176063.78,671,"NH","R"
"KELLY AYOTTE","New Hampshire","PURCHASED EQUIPMENT (EXPENDABLE)",4421.36,1176063.78,671,"NH","R"
"KIRSTEN GILLIBRAND","New York","CORRESPONDENT SPECIALIST/TOUR COORDINATOR",12624.97,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","DEPUTY SCHEDULER",19500,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","ASSISTANTS",370127.75,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","INTERNS",18749.96,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","MILITARY LEGISLATIVE CORRESPONDENT",194.44,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","LEGISLATIVE AIDE",18500,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","CHIEF OF STAFF",155781.9,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","COUNSEL",112244.33,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","PHOTO STUDIO CERTIFICATION",147.6,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","FEES AND OTHER CHARGES",3034,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","PER DIEM",6042.79,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","ADVISORS",31499.92,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","PURCHASED EQUIPMENT (EXPENDABLE)",1788.14,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","CONSTITUENT PERSONNEL",39691.91,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","RECORDING STUDIO CERTIFICATION",782.2,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","INCIDENTALS",239.81,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","LEGISLATIVE CORRESPONDENT",108961.68,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","SENATOR TRANSPORTATION",47254.82,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","SENIOR PERSONNEL",83637.11,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","SPEECH WRITER",30333.32,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","DIRECTORS",760924.71,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","STAFF TRANSPORTATION",157744.26,1999555.58,642,"NY","D"
"KIRSTEN GILLIBRAND","New York","PRESS OFFICER",19749.96,1999555.58,642,"NY","D"
"LAMAR ALEXANDER","Tennessee","CORRESPONDENCE MANAGER",9999.96,1446988.16,368,"TN","R"
"LAMAR ALEXANDER","Tennessee","DIRECTORS",147932.15,1446988.16,368,"TN","R"
"LAMAR ALEXANDER","Tennessee","FEES AND OTHER CHARGES",480,1446988.16,368,"TN","R"
"LAMAR ALEXANDER","Tennessee","CONSTITUENT PERSONNEL",222222.02,1446988.16,368,"TN","R"
"LAMAR ALEXANDER","Tennessee","FIELD REPRESENTATIVE",258888.45,1446988.16,368,"TN","R"
"LAMAR ALEXANDER","Tennessee","CHIEF OF STAFF",84729.48,1446988.16,368,"TN","R"
"LAMAR ALEXANDER","Tennessee","COUNSEL",24580.53,1446988.16,368,"TN","R"
"LAMAR ALEXANDER","Tennessee","PRESS SECRETARIES",95511.07,1446988.16,368,"TN","R"
"LAMAR ALEXANDER","Tennessee","RECORDING STUDIO CERTIFICATION",40,1446988.16,368,"TN","R"
"LAMAR ALEXANDER","Tennessee","LEGISLATIVE CORRESPONDENT",85388.76,1446988.16,368,"TN","R"
"LAMAR ALEXANDER","Tennessee","INCIDENTALS",798.89,1446988.16,368,"TN","R"
"LAMAR ALEXANDER","Tennessee","SENATOR TRANSPORTATION",19972.53,1446988.16,368,"TN","R"
"LAMAR ALEXANDER","Tennessee","PER DIEM",14945.62,1446988.16,368,"TN","R"
"LAMAR ALEXANDER","Tennessee","SENIOR PERSONNEL",55999.88,1446988.16,368,"TN","R"
"LAMAR ALEXANDER","Tennessee","PHOTO STUDIO CERTIFICATION",1936.6,1446988.16,368,"TN","R"
"LAMAR ALEXANDER","Tennessee","STAFF TRANSPORTATION",45120.99,1446988.16,368,"TN","R"
"LAMAR ALEXANDER","Tennessee","STATE SCHEDULER / OFFICE MANAGER",37999.92,1446988.16,368,"TN","R"
"LAMAR ALEXANDER","Tennessee","PROJECT MANAGER",37499.96,1446988.16,368,"TN","R"
"LAMAR ALEXANDER","Tennessee","ASSISTANTS",302941.35,1446988.16,368,"TN","R"
"LINDSEY GRAHAM","South Carolina","LEGISLATIVE AIDE",2250,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","INCIDENTALS",60.59,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","FELLOW",1766.66,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","DIRECTORS",436874.51,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","FELLOW  AND",5833.32,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","CASE WORKERS",39999.96,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","FEES AND OTHER CHARGES",764,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","PER DIEM",6497.25,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","PURCHASED EQUIPMENT (EXPENDABLE)",219.99,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","PHOTO STUDIO CERTIFICATION",445.1,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","LEGISLATIVE AIDE  AND",24652.6,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","RECORDING STUDIO CERTIFICATION",85,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","SCHEDULER",63750,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","OFFICE MANAGER",82500,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","SENATOR TRANSPORTATION",1033.6,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","ASSISTANTS",119916.49,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","SENIOR PERSONNEL",43083.32,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","STAFF TRANSPORTATION",11168.81,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","CHIEF OF STAFF",93896.14,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","STATE SCHEDULER",52500,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","CONSTITUENT PERSONNEL",221541.27,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","SYSTEMS ADMINISTRATOR",15000,1261560.74,169,"SC","R"
"LINDSEY GRAHAM","South Carolina","COUNSEL",37722.13,1261560.74,169,"SC","R"
"LISA MURKOWSKI","Alaska","AK NATIVE/RURAL OUTREACH COORDINATOR",37583.26,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","OFFICE MANAGER",43383.48,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","ASSISTANTS",580872.5,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","SYSTEMS ADMINISTRATOR",22875,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","FEES AND OTHER CHARGES",641.79,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","TRAINING/CONFERENCE/REGISTRATION FEES",379,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","CHIEF OF STAFF",182590.53,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","INCIDENTALS",508,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","CONSTITUENT PERSONNEL",86396.54,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","JUNEAU DELEGATION REPRESENTATIVE",19750,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","KETCHIKAN DELEGATION REPRESENTATIVE",17249.92,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","RECORDING STUDIO CERTIFICATION",1632.4,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","DIRECTORS",203879.24,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","DISTRICT OUTREACH COORDINATOR",26310.79,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","PHOTO STUDIO CERTIFICATION",2470.6,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","EXT DEV SOFTWARE (EXPENDABLE)",90,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","INTERNS",73456.3,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","MILITARY & VETERANS LIAISON",45491.36,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","LEGISLATIVE CORRESPONDENT",49146.44,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","PURCHASED EQUIPMENT (EXPENDABLE)",831.79,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","PER DIEM",44290.02,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","SENATOR TRANSPORTATION",17241.23,1545794.59,280,"AK","R"
"LISA MURKOWSKI","Alaska","STAFF TRANSPORTATION",88724.4,1545794.59,280,"AK","R"
"MARCO RUBIO","Florida","ADVISORS",26842.11,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","DIRECTORS",522814.85,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","ASSISTANTS",393585.46,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","SPEECH WRITER",28999.92,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","INCIDENTALS",1438.9,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","CHIEF OF STAFF",278749.8,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","HISPANIC OUTREACH COORDINATOR",25000,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","CONSTITUENT PERSONNEL",60547.14,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","DEPUTY SCHEDULER",20166.6,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","CORRESPONDENCE MANAGER",20099.96,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","SENATOR TRANSPORTATION",3851.96,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","COUNSEL",147499.92,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","EXT DEV SOFTWARE (EXPENDABLE)",4130,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","LEGISLATIVE CORRESPONDENT",61447.1,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","FEES AND OTHER CHARGES",200,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","STAFF TRANSPORTATION",46064.18,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","PRESS SECRETARIES",46666.65,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","PROFESSIONAL STAFF MEMBER",27083.3,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","TRAINING/CONFERENCE/REGISTRATION FEES",53.74,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","PHOTO STUDIO CERTIFICATION",45.6,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","LEGISLATIVE AIDE",26124.99,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","PER DIEM",20903.49,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","SENIOR PERSONNEL",145999.84,1908535.51,393,"FL","R"
"MARCO RUBIO","Florida","RECORDING STUDIO CERTIFICATION",220,1908535.51,393,"FL","R"
"MARIA CANTWELL","Washington","ADMINISTRATIVE PERSONNEL",44999.94,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","ADVISORS",41250,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","SENATOR TRANSPORTATION",9157,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","ASSISTANTS",262552.24,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","SPEECH WRITER",21999.96,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","CASE WORKERS",19999.92,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","CHIEF OF STAFF",180577.63,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","INCIDENTALS",2940.47,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","DEPUTY SCHEDULER",27249.96,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","CONSTITUENT PERSONNEL",55479.84,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","TRAINING/CONFERENCE/REGISTRATION FEES",40,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","COUNSEL",60000,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","PHOTO STUDIO CERTIFICATION",229.7,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","OUTREACH SCHEDULING ASSTANT",18509.76,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","DIRECTORS",408978.96,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","EXT DEV SOFTWARE (EXPENDABLE)",24840,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","PURCHASED EQUIPMENT (EXPENDABLE)",24674.94,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","SENIOR PERSONNEL",127037.88,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","PRESS SECRETARIES",18236.07,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","LEGISLATIVE CORRESPONDENT",90787.46,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","STAFF TRANSPORTATION",59109.2,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","RESEARCH ANALYST",16741.63,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","PER DIEM",34951.63,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","RECORDING STUDIO CERTIFICATION",284.65,1577878.8,674,"WA","D"
"MARIA CANTWELL","Washington","SYSTEMS ADMINISTRATOR",27249.96,1577878.8,674,"WA","D"
"MARK KIRK","Illinois","ADMINISTRATIVE PERSONNEL",42499.88,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","ADVISORS",62497.92,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","PROFESSIONAL STAFF MEMBER",74909.8,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","ASSISTANTS",344476.03,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","LEGISLATIVE AIDE",99937.46,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","CASE WORKERS",41374.94,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","LEGISLATIVE CORRESPONDENT",22916.66,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","CHIEF OF STAFF",150999.96,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","FEES AND OTHER CHARGES",60,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","SENATOR TRANSPORTATION",5563.7,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","CONSTITUENT PERSONNEL",28749.99,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","SENIOR PERSONNEL",153624.93,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","INCIDENTALS",496.27,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","COUNSEL",79999.92,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","INTERNS",50266.57,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","SYSTEM ADMINISTRATOR",18750,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","DIRECTORS",206777.45,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","PURCHASED EQUIPMENT (EXPENDABLE)",648.62,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","OUTREACH COORDINATOR",40638.72,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","RECORDING STUDIO CERTIFICATION",157.9,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","EVENTS COORDINATOR",20124.95,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","SCHEDULER",34354.11,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","PER DIEM",12504.9,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","IMMIGRATION CASE WORKERS",22374.92,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","PHOTO STUDIO CERTIFICATION",67.5,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","PRESS SECRETARIES",108516.54,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","STAFF TRANSPORTATION",54420.85,1699516.02,528,"IL","R"
"MARK KIRK","Illinois","LEGAL FELLOW",21805.53,1699516.02,528,"IL","R"
"MARK WARNER","Virginia","ADMINISTRATIVE PERSONNEL",67527.45,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","DEPUTY ADMINISTRATIVE PERSONNEL",16801.2,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","ADVISORS",40283.33,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","ASSISTANTS",127521.04,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","STAFF TRANSPORTATION",41020.91,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","INCIDENTALS",869.84,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","SYSTEMS ADMINISTRATOR",40533.96,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","CHIEF OF STAFF",134729.4,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","LEGISLATIVE AIDE",36210.82,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","CONSTITUENT PERSONNEL",198704.96,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","LEGISLATIVE CORRESPONDENT",118309.52,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","DIRECTORS",371900.54,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","COUNSEL",46924.95,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","FEES AND OTHER CHARGES",314.4,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","OUTREACH REPRESENTATIVE",105266.41,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","PRESS SECRETARIES",56033.45,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","SENIOR PERSONNEL",195036.61,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","PURCHASED EQUIPMENT (EXPENDABLE)",260,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","PHOTO STUDIO CERTIFICATION",464.6,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","RECORDING STUDIO CERTIFICATION",277.9,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","PER DIEM",21989,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","MAIL COMMUNICATIONS ADMINISTRATOR",23895.96,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","TRAINING/CONFERENCE/REGISTRATION FEES",650,1646800.45,593,"VA","D"
"MARK WARNER","Virginia","SENATOR TRANSPORTATION",1274.2,1646800.45,593,"VA","D"
"MARTIN HEINRICH","New Mexico","ADMINISTRATIVE PERSONNEL",54933.32,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","STAFF TRANSPORTATION",42589.14,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","ASSISTANTS",288234.3,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","STAFF WRITER",12533.33,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","CERTIFIED PURCHASED EQUIPMENT",259,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","SYSTEMS ADMINISTRATOR",24691.68,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","CHIEF OF STAFF",94387.48,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","RECORDING STUDIO CERTIFICATION",320.9,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","CONSTITUENT PERSONNEL",171507.14,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","SENATOR TRANSPORTATION",11111.39,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","CORRESPONDENCE MANAGER",27099.96,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","COUNSEL",46146.12,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","PER DIEM",13342.01,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","DIRECTORS",276828.49,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","PHOTO STUDIO CERTIFICATION",97.85,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","EXT DEV SOFTWARE (EXPENDABLE)",1382.25,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","PRESS SECRETARIES",57939.72,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","FIELD REPRESENTATIVE",261025.54,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","PURCHASED EQUIPMENT (EXPENDABLE)",914.93,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","INCIDENTALS",702.62,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","INTERNS",33139.88,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","SPECIAL PROJECTS MANAGER",37229.15,1524709.89,493,"NM","D"
"MARTIN HEINRICH","New Mexico","LEGISLATIVE CORRESPONDENT",68293.69,1524709.89,493,"NM","D"
"MARY L. LANDRIEU","Louisiana","STAFF TRANSPORTATION",101.14,536.14,2,"LA","D"
"MARY L. LANDRIEU","Louisiana","PURCHASED EQUIPMENT (EXPENDABLE)",435,536.14,2,"LA","D"
